Date,Open,High,Low,Close,Volume,SMA_10,EMA_10,SMA_50,EMA_50,RSI,MACD,MACD_Signal,MACD_Diff,BB_High,BB_Low,BB_Mid,BB_Width,Log_Return,Volatility_20
2010-01-04,6.4144643088171485,6.446622218528988,6.382907496530451,6.431895732879639,493729600,,,,,,,,,,,,,,
2010-01-05,6.449628601266614,6.4793821235584055,6.409054923226288,6.443016529083252,601904800,,,,,,,,,,,,,0.0017275145248364912,
2010-01-06,6.443017991027013,6.468564238083505,6.333921182847097,6.340533256530762,552160000,,,,,,,,,,,,,-0.016033960810976907,
2010-01-07,6.363974016902019,6.371487735528592,6.282827460801755,6.328810214996338,477131200,,,,,,,,,,,,,-0.0018506160017692844,
2010-01-08,6.320397231992178,6.371489732130112,6.283130780993104,6.3708882331848145,447610800,,,,,,,,,,,,,0.006626641150395483,
2010-01-11,6.395530062951679,6.401541037129568,6.264794584715682,6.314684867858887,462229600,,,,,,,,,,,,,-0.008861047526433515,
2010-01-12,6.2870340520605135,6.3044662786279275,6.203784466413538,6.242854595184326,594459600,,,,,,,,,,,,,-0.011440307445083196,
2010-01-13,6.24736569038126,6.3393308177656555,6.1340611961291875,6.330915451049805,605892000,,,,,,,,,,,,,0.01400730176629584,
2010-01-14,6.314684939695618,6.325203743359952,6.281925531320086,6.294247627258301,432894000,,,,,,,,,,,,,-0.005808705466210028,
2010-01-15,6.339328567903183,6.35946533111232,6.187254534768165,6.18905782699585,594067600,6.328690433502198,6.313240222723156,,,,,,,,,,,-0.016853275026602558,
2010-01-19,6.261188151026868,6.467359755095036,6.228429544768198,6.462851524353027,730007600,6.331786012649536,6.34044227756495,,,,,,,,,,,0.043287766613661446,
2010-01-20,6.458946423013752,6.4781811456308835,6.29635352910035,6.363374710083008,612152800,6.3238218307495115,6.344611810750051,,,,,,,,,,,-0.015511781420542565,
2010-01-21,6.373891168397188,6.410857454689093,6.2275267603961275,6.253373146057129,608154400,6.315105819702149,6.328022962624065,,,,,,,,,,,-0.017437829888738255,
2010-01-22,6.2146043678042755,6.2362430730554,5.925483321439905,5.9432148933410645,881767600,6.276546287536621,6.258057859118065,,,29.355658719311492,,,,,,,,-0.05087080673117759,
2010-01-25,6.086272358435345,6.152090516042383,6.016546666542417,6.103102684020996,1065699600,6.249767732620239,6.229884190918598,,,39.48913521686172,,,,,,,,0.026547063793416474,
2010-01-26,6.189658783103271,6.4228793560934285,6.0883762795602765,6.189358234405518,1867110000,6.237235069274902,6.222515835188946,,,44.14400275819245,,,,,,,,0.01403412492736665,
2010-01-27,6.216707383224007,6.328809238977538,5.996710550965683,6.247663497924805,1722568400,6.23771595954895,6.227088137504556,,,47.106007259064256,,,,,,,,0.00937615000098808,
2010-01-28,6.159004894746418,6.17613537041883,5.971767042111576,5.989498615264893,1173502400,6.203574275970459,6.18389004255189,,,37.59860755674796,,,,,,,,-0.04219984852511331,
2010-01-29,6.043294715202802,6.076955364236257,5.717807723299052,5.772205829620361,1245952400,6.151370096206665,6.109038367473429,,,31.78392726761996,,,,,,,,-0.03695340470223953,
2010-02-01,5.781522016944639,5.89061877033047,5.74936411362262,5.852449893951416,749876400,6.117709302902222,6.062385917742154,,,35.73642178490513,,,,6.606134899362825,5.840264837041595,6.22319986820221,12.306692353470545,0.013806058575311541,
2010-02-02,5.887915765466296,5.9002378621722595,5.811878541579908,5.886412620544434,698342400,6.060065412521363,6.030390772797114,,,37.389917797880884,,,,6.592962306719844,5.798889118451054,6.195925712585449,12.816054050742279,0.005786390515023984,0.022946778155940817
2010-02-03,5.8656743052896685,6.016847084857601,5.843133555010432,5.987694263458252,615328000,6.022497367858887,6.022627771099138,,,42.168667861308144,,,,6.56306492933665,5.783254269271748,6.173159599304199,12.632277645191566,0.017059657663618367,0.023414693098402297
2010-02-04,5.9125601367974125,5.961849330982893,5.757480989056238,5.771907329559326,757652000,5.974350786209106,5.977042236273717,,,35.88439835298462,,,,6.56352503229801,5.725931573613245,6.144728302955627,13.631090218942319,-0.03670382143432568,0.02442382288533301
2010-02-05,5.789337719829354,5.890620233396801,5.735840848867724,5.874390602111816,850306800,5.967468357086181,5.958378302789735,,,40.425272926306796,,,,6.547642134202448,5.696372510420355,6.1220073223114015,13.905073597015738,0.017599741737220977,0.02492526280800755
2010-02-08,5.881305156733202,5.94712374014081,5.830513211083085,5.83411979675293,478270800,5.940570068359375,5.935785847146679,,,39.24895189644587,,,,6.522335487976506,5.668002313003108,6.095168900489807,14.01656277161973,-0.006878921875906449,0.024812733487200922
2010-02-09,5.903243530501275,5.935701994121879,5.853053091266943,5.896331310272217,632886800,5.911267375946045,5.928612294987686,,,42.054130515856706,-0.13536273491475725,,,6.497324410066602,5.651178035154345,6.0742512226104735,13.930052345589628,0.01060694021410694,0.02500963021447307
2010-02-10,5.8873134298559675,5.908652789447505,5.838325595387867,5.864171981811523,370361600,5.872918224334716,5.916895874410201,,,41.0001961470812,-0.1323859709682953,,,6.480403147655093,5.630231036228573,6.055317091941833,14.040092343931818,-0.0054690531213709885,0.024944495267764485
2010-02-11,5.856959145523187,6.003323154863531,5.832314552956517,5.970864295959473,550345600,5.871054792404175,5.926708314691886,,,45.848873149989615,-0.12003400867401481,,,6.444300222216128,5.6303288461585055,6.037314534187317,13.482341717470108,0.01803039755153774,0.025105656243521207
2010-02-12,5.954034918536406,6.060126622074822,5.875593700290378,6.022258281707764,655468800,5.896060037612915,5.944081035967501,,,48.063053280683725,-0.10488883127636406,,,6.413253233851228,5.6341768999683515,6.02371506690979,12.933485817790327,0.008570628710481436,0.025224421571017525
2010-02-16,6.06914300963386,6.1217378404670475,6.056520362588575,6.113022327423096,543737600,5.922117280960083,5.974797634413973,,,51.8105691236958,-0.08458720053708113,,,6.404373538544045,5.635453045318259,6.019913291931152,12.772949641258371,0.014958984660397858,0.025255350333526116
2010-02-17,6.136765125440518,6.140371710818135,6.036684387545308,6.08747673034668,436396800,5.942223691940308,5.995284742765374,,,50.70170952284565,-0.06975523319431254,,,6.329891760522854,5.672397343938816,6.001144552230835,10.956150295356984,-0.004187637618221287,0.02304588619552308
2010-02-18,6.0598241435584015,6.127747346608409,6.038485988585398,6.098895072937012,422825200,5.953343772888184,6.0141229846147635,,,51.20441133929482,-0.05642894959155598,,,6.276094350553639,5.699746790193431,5.987920570373535,9.625170434153818,0.0018739533170552907,0.02287604890123433
2010-02-19,6.066738354111991,6.107010680977252,6.044197198888892,6.061027526855469,415469600,5.9822557926177975,6.022651083203982,,,49.40512863149987,-0.048365837059244576,,,6.2422162876549745,5.714390291171929,5.978303289413452,8.829026747735174,-0.006228274593357147,0.022616918892364227
2010-02-22,6.081163023635379,6.085971401146591,5.9864921977803895,6.023458480834961,390563600,5.997162580490112,6.022797882773251,,,47.61738492669325,-0.04449436695654274,-0.07936263419201642,0.03486826723547368,6.246412495394217,5.718218442182077,5.982315468788147,8.829257767630521,-0.006217751757556273,0.01947955163859253
